,content,sentencelabel
614," Emellett a homokhátságon, ahol élek, és ahol több szavazatot kaptam, jellemzően azért nem akartak rám szavazni, akik egyébként támogatnak, mert attól féltek, hogy akkor otthagyom Ásotthalmot, és beülök a parlamentbe.",0
615,Ezek szerint képviselő lesz?,0
616,"Igen, frakcióvezető leszek.",0
617,"Az eddigi eredmények alapján elmondható, hogy a Mi Hazánk Mozgalom érdemben befolyásolta a választás végeredményét.",0
618," Még négy éve sincs, hogy a 2018-as választást követően alapították a pártot.",0
619," Úgy érzi, időarányosan elérték a céljukat?",0
620,"A legfontosabb akadályt sikerrel vettük, igen!",0
621,"Szlovákia szükség esetén inkább vállalja a Moszkva által támasztott fizetési feltételeket, és rubelben egyenlíti ki az orosz gázimportot, mintsem ártson saját gazdaságának – jelentette ki vasárnap Richard Sulík szlovák kormányfőhelyettes és gazdasági miniszter.",0
622,– mondta Sulík a szlovák közszolgálati televíziónak adott nyilatkozatában.,0
623," A miniszter kiemelte, hogy szerződésszegésként minősíthető Oroszország fizetési feltétele, de a szlovák gazdaság nem mondhat le teljes mértékben az orosz gázról.",0
624," Emlékeztetett mindenkit, hogy Szlovákia gázimportjának 85 százalékát jelenleg Oroszországból kapja.",0
625," Mindemellett hangsúlyozta, hogy dolgoznak az energetikai függőség csökkentésén a többi között cseppfolyósított fölgáz behozatalával, ehhez a műszaki feltételek megteremtése azonban még éveket vehet igénybe.",0
626,    ,0
627,"Vlagyimir Putyin orosz elnök március 23-án jelentette be, hogy az Ukrajna ellen indított orosz háborúval összefüggésben „barátságtalannak” minősített országoktól – köztük az Európai Unió valamennyi tagállamától – csak rubelben fogadják el a földgáz árát.",0
628," Válaszul erre a világ legfejlettebb ipari államait összefogó, az Európai Uniót is magában foglaló G7 csoport kormányai felszólították az országukban orosz energiahordozók importjával foglalkozó vállalatokat arra, hogy ne fizessenek rubelben az érvényes szerződések alapján Oroszországtól vásárolt földgázért.",0
629, Az orosz hatóságok március 31-ig ígérték a rubelfizetésre történő átállás összes részletének kidolgozását.,0
630," Dmitrij Peszkov, a Kreml szóvivője pénteken újságíróknak kijelentette: akkor sem áll le az orosz gázszállítás, ha a vevő április 1-jéig nem igazolja vissza, hogy kész rubelben rendezni a számlát.",0
631,(MTI),0
632,"Orbán Viktornak és a magyar népnek gratulált az országgyűlési választás eredményéhez Matteo Salvini, az olasz jobboldali kormánypárt Liga elnöke, aki elsőként üzent Facebook-oldalán vasárnap késő este.",0
633,– kezdte bejegyzését Salvini.,0
634, ,0
635,"Új korszak kezdődik Hódmezővásárhelyen, a polgárháborúnak ma este vége lett, ugyanis a háborút megnyertük – jelentette ki Lázár János vasárnap.",0
636," A Fidesz-KDNP jelöltjeként Lázár János 96,33 százalékos feldolgozottság alapján a szavazatok 52,14 százalékát szerezte meg a 39,86 százalékot elérő Márki-Zay Péterrel szemben a Csongrád-Csanád megyei 4-es választókörzetben.",0
637," Sajtótájékoztatóján azt mondta, a választókerület mind a 19 településén, így Hódmezővásárhelyen is elnyerte a választópolgárok támogatását.",0
638,"A politikus köszönetet mondott családjának és Orbán Viktor miniszterelnöknek, valamint fideszes képviselőtársainak a támogatásért, az aktivistáknak, önkénteseknek a munkájukért.",0
639,– közölte.,0
640," Hozzátette: „az elvégzett munka nem volt hiábavaló, elnyertük a választópolgárok bizalmát”.",0
641,"Lázár János azt kérte azoktól, akik támogatták, s azoktól is, akik nem rá szavaztak, zárják le a polgárháborút, fogjanak kezet, ne egymás ellen küzdjenek, hanem egymásért.",0
642," Bebizonyosodott, hogy negatív kampánnyal, gyűlölettel nem lehet eredményt elérni.",0
643," Választást csak munkával, teljesítménnyel lehet nyerni – hangsúlyozta.",0
644,"Politikához és a választásokhoz a legtöbb, ami kell, az az alázat.",0
645," A hübrisz ma veszített, és nyert az alázat – jelentette ki az hatodik parlamenti ciklusát kezdő képviselő.",0
646,"Úgy fogalmazott, munkára jelentkezik, hogy együtt dolgozzon mindenkivel a közösség fölemelkedésért,",0
647,"Kérdésre válaszolva elmondta, a győzelem személyesen is sokat jelent számára, a politikai pályafutásában úgy érzi, új korszak kezdődött.",0
648," Arra a kérdésre pedig, hogy ez azt jelenti-e, hogy visszatér az országos politikába, esetleg a kormányzatba, azt válaszolta: ma este visszatért.",0
649,(MTI),0
650,"„Nem a pártunk vicces, hanem az országunk” – mondta a szerepéből kilépve, emiatt kissé elszontyolodva az egyik passzivista a mellette állónak a Kutyapárt eredményvárójában, a Metró klubban, miközben böngészték a mobiljukon az eredményeket.",0
651," Így tett Kovács Gergely is, de ő sem találta meg a számokban a bukásuk magyarázatát, pedig nagyon kereste.",0
652," Talán ezzel magyarázható, hogy végül lefújta az eredetileg éjfélre meghirdetett értékelőjét, de a Mandinernek szívesen nyilatkozott.",0
653,"A pártelnök azt mondta, az ellenzék bukása azzal magyarázható, hogy Márki-Zay Péter fehér gyerekeket átműtött feketékké.",0
654," Hogy ez pontosan mit jelent, azt nem fejtette ki bővebben, hiába unszoltam, ehelyett rám bízta, hogy fejtsem meg a mondat értelmét.",0
655," Majd azzal folytatta, tök jó, hogy ellenzék miniszterelnök-jelöltje holnaptól mást csinál, az viszont már kevésbé, hogy Orbán Viktor ugyanazt.",0
656," Amikor a Kutyapárt szereplésének az értékelésére kértem – a beszélgetésünk idején 3,13 százalékon álltak – annyit mondott, az a legszomorúbb, hogy megverték őket a nácik, akik szerint még covid sincs.",0
657,"„Pedig nézd meg, milyen jó arcok vannak itt, megérdemeltük volna, hogy bejussunk a parlamentbe” – fogalmazott, s közben körbemutatott a passzivisták felé.",0
658," Amikor arra kértem, vázolja, milyen következményei lesznek a vereségnek, vállalja-e személyesen a felelősséget, Kovács válaszolt valamit, de a mellette állók akkora ordibálásba kezdtek, hogy elnyomták a pártelnökük szavait.",0
659," Ebből arra tudok következtetni, hogy nagyon kemény pillanatokat fog átélni, amikor Kutyapárt választásokat értékelő bizottsága – biztos van ilyen vagy ha nem, a cikkünk hatására megalakítják – színe elé fog járulni.",0
660,"De majd azzal tud védekezni – vigasztaltam –, hogy az eredményük miatt jut bőven az állami támogatásból.",0
661,„Ez mellbevágó” – kezdte az Indexnek Schiffer András a választások értékelését.,0
662," Az LMP társalapítója, egykori politikusa a Magyar Kétfarkú Kutya Párt eredményváróján a lapnak úgy összegezte az eddigi eredményeket, hogy „az összefogás diskurzus megbukott”.",0
663,"„2018-ban jó néhányan azt gondolták, hogy kettő meg kettő az öt, most pedig kiderült, hogy kettő meg kettő az egy” – mondta.",0
664,Szerinte következmények nélkül pártidentitásokat nem lehet összevonni.,0
665, „Ez egy kijózanító eredmény” – tette hozzá.,0
666," Hosszú távon szerinte az a fajta összefogás-politika, ami arról szól, hogy gyakorlatilag mindent egy „O1G-indulatban” oldanak fel, az nagy kudarchoz vezet.",0
667," Mindezt ráadásul úgy hozta össze az ellenzék, hogy – sajnos – volt egy válság, és Orbán Viktor számára jelenleg kedvezőtlen a geopolitikai helyzet.",0
668,– értesült a Mandiner.,0
669, Így Budapest hármas (XII.,0
670," kerület), tizenhármas (Kertváros), tizennégyes (XVII.",0
671," kerület), egyes (Belváros, Budavár), illetve 6-os (Józsefváros-Ferencváros) számú egyéni választókerületében.",0
672, Valóban.,0
673, Több körzetben is nagyon szoros eredmény született.,0
674,"Korábban Karácsony Gergely főpolgármester korábban úgy fogalmazott, hogy Budapesten tarol az ellenzék, országosan pedig szoros lesz a vége.",0
675, Nem így lett.,0
676,"Bár a baloldal valószínűleg behozta a körzetek döntő többségét (így Orosz Anna, Tordai Bence, Oláh Lajos, Hiszékeny Dezső, Hadházy Ákos, Arató Gergely, Szabó Tímea, Varju László, Barkóczi Balázs, Kunhalmi Ágnes, Hiller István, Tóth Endre, Szabó Szabolcs), 2 körzetben (13-as és 14-es körzetben) szinte biztosan nyert a Fidesz-KDNP.",0
677,Budapest 3.,0
678, – Győztes: Hajnal Miklós (Összefogás),0
679,Budapest 13.,0
680, – Győztes: Szatmáry Kristóf (Kormánypártok),0
681,Budapest 14.,0
682, – Győztes: Dunai Mónika (Kormánypártok),0
683,Budapest 1.,0
684, – Győztes: Csárdi Antal (Összefogás),0
685,Budapest 6.,0
686, – Győztes: Jámbor András (Összefogás),0
687,A választási közvetítésünket IDE kattintva tudják elolvasni.,0
688,"A kormányzó Szerb Haladó Párt nyerte meg az előrehozott parlamenti választást, Aleksandar Vucic pedig az elnökválasztást Szerbiában az előzetes eredmények szerint.",0
689,"A Szabad Választásokért és Demokráciáért Központ (CeSID) és az Ipsos közvélemény-kutató számítása szerint – amely saját adataik 70,6 százalékos feldolgozottságán alapul – az előrehozott parlamenti választáson a Szerb Haladó Párt a voksok 43,1 százalékát szerezte meg, ami 121 mandátumra lesz elegendő, az ellenzéki Együtt Szerbia Győzelméért koalícióra a szavazópolgárok 13,2 százaléka adta a voksát (36 mandátum), míg a Szerbiai Szocialista Párt a szavazatok 11,4 százalékát (32 mandátum) tudhatja magáénak.",0
690, Ezen felmérés szerint,0
691,"Az elnökválasztáson a CeSID és az Ipsos szerint az első helyet Aleksandar Vucic szerezte meg 59,1 százalékkal, míg a második helyen az ellenzéki Zdravko Ponos végzett 17,5 százalékkal, ezek alapján úgy tűnik, nem lesz második forduló.",0
692," A szerbiai választási bizottság 21 órakor tartott sajtótájékoztatót, ám a testület nem közölt a részvételi arányra vonatkozó adatokat, csak annyit jelentett be, hogy lezárult a szavazás, és hétfőn 20 órakor közölnek előzetes eredményeket.",0
693,"A választási bizottság internetes oldalán követhető adatok alapján, 12,4 százalékos feldolgozottság mellett a Szerb Haladó Párt a voksok 50,6 szerezte meg, a második helyen Szerbiai Szocialista Párt végzett 13,1 százalékkal, a harmadik pedig az ellenzéki Együtt Szerbia Győzelméért koalíció lett 7,69 százalékkal.",0
694," A választási bizottság adatai szerint 12,08 feldolgozottság mellett az elnökválasztást Aleksandar Vucic nyerte meg már az első fordulóban 69,01százalékkal.",0
695,(MTI),0
696,"Az első félidőben azoknak lett igazuk, akik azt állították: az orosz mester keze alatt egyre stílusosabban játszó Fradi ezúttal simán legyőzi egyik legfőbb riválisát, hiszen a 4.",0
697," percben hiába szerzett lesgólt a Puskás Akadémia, a bajnokcsapat fokozatosan átvette a játék irányítását.",0
698,A fölény a 18.,0
699," percben érett góllá, amikor egy nagyon szép vendégtámadás végén, a télen a görög PAOK Szalonikitől – kifejezetten Sztanyiszlav Csercseszov kérésére – a Ferencvároshoz érkező Anderson Esiti lőtt bombagólt Nguen Tokmac visszagurításából.",0
700,Érdekesség: ,0
701,"(az elsőt még a Göztepe futballistájaként lőtte a török élvonalban), nem véletlen, hogy a látványos találata után a fejét fogta – még ő sem hitte el, hogy betalált!",0
702,"A második játékrész szinte rögtön Fradi-góllal kezdődött: a mérkőzés folyamán többször is remek labdákat osztogató Olekszandr Zubkov ezúttal Ryan Mmaee-t ugratta ki a leshatáron, a zöld-fehérek házi gólkirálya pedig magabiztosan lőtte el a labdát a hazai kapus, Tóth Balázs mellett.",0
703, ,0
704,"Ekkor már mindenki számolgatott, és azt mondogatta a Pancho Aréna lelátóján, hogy eldőlt a bajnoki cím, hiszen a Ferencváros előnye 10 pontra nőtt - ám ekkor a PAFC hirtelen megrázta magát!",0
705,"Előbb a zöldek ellen már negyedik találatát szerző Libor Kozák (a nyurga cseh szinte csak a Fradi ellen tud eredményes lenni a magyar élvonalban) fejelt védhetetlenül Dibusz Dénes kapujába - a Ferencváros belső védői Baluta beadásánál enyhén szólva elaludtak -, ám a hidegzuhany csak ezután következett számukra: a feltűnően indiszponált Samy Mmaee a második vendégtalálatnál is hibázott, a berobbanó Patrizio Stronatit találta telibe, akiről a labda a hálóba pattant.",0
706,"Sőt, a marokkói válogatott védő néhány perccel később rátett még egy lapáttal: újabb rossz helyezkedése és bénázása után az Ukrajnából elmenekülő, a mérkőzésen végig agilisan és veszélyesen játszó iráni, Sahab Zahedi került kecsegtető helyzetbe, de a Fradi szerencséjére nem találta el a kaput.",0
707,    ,0
708,"teátrális mozdulatokkal kérte számon, hogy tulajdonképpen miért is kell idő előtt elhagynia a pályát, de az orosz-oszét mester egy pillanat alatt rendet tett: ellentmondást nem tűrően jelezte a légiósnak, hogy neki most már csak a kispadon jut hely!",0
709,"A Puskás egyenlítését követően mintha mindkét csapat megnyugodott volna, a bajnokcsapat játékosai a vészjósló percek után rájöttek arra: nekik tulajdonképpen az egy pont is megfelelő Felcsútról, így a hátralévő 20 percben érdemleges eseményt nem is tudtunk feljegyezni.",0
710, ,0
711,"Ha csak azt nem, hogy a tabellát így is hét pont előnnyel vezető Ferencvárosnak sok izgulnivalója nincs, hiszen, ha a hátralévő hét fordulóban csak a papírforma-győzelmeket behúzza, újra aranyérmes lehet.",0
712,"Jellemző, amit a találkozó lefújása után az egyik Fradi-szurkoló mondott:",0
713,"„A lényeg, hogy megmaradt a hétpontos előnyünk, így nem is tudom elképzelni, hogy ne mi legyük újra az elsők!",0
714," A következő fordulóban a halovány Debrecent lendületből kell verjük, utána Honvéd és az Újpest ellen presztízsből nyernünk kell!",0
715," Ha pedig ez a három győzelem meglesz, Pakson még ki is kaphatunk, így szerezve örömöt Böde Daninak, hiszen az utolsó három fordulóban gálamérkőzések következnek: a Zalaegerszeget valamint a szerintem két kiesőt, az MTK-t és a Gyirmótot többgólos vereséggel küldjük a másodosztályba!",0
716,”,0
717,Nyitókép Ryan Mmaee-ra nem lehet panasz: ezúttal is eredményes volt!,0
718,"Belép a politikába Nagy Ervin színész, ha ismét a Fidesz nyer – ezt mondta a Partizán eredményvárójában.",0
719, A propeller.,0
720,hu cikke szerint úgy fogalmazott:,0
721,"„Nem gondolom azt, hogy ezek a folyamatok hosszú távon tarthatóak.",0
722," Nem szeretném, ha az országomnak a becsületét végképp eljátszanák Nyugat-Európában” – mondta színész, aki nemrég azt mondta: egyelőre nem látja magában a potenciált ahhoz, hogy elnök legyen, mint Volodimir Zelenszkij.",0
723,"Az első nagyobb üdvrivalgás akkor hangzott el a Kutyapárt eredményvárójában, amikor kiderült, „Van kajaaaaaa!",0
724,"”, de hogy ebből ki kapott, azt nem lehet tudni.",0
725," Az újságírók biztosan nem, ezért nem lesz olyan pozitív hangvételű ez a cikk, mint akkor lett volna, ha jóféle grillekkel traktáltak volna, ahogy azt Kovács Gergő ígérte, amikor akkreditáltam – ez a kifejezés persze önmagában vicc ennél a pártnál – a fotós kollégával magunkat az eseményre.",0
726," Azt inkább hagyjuk, hogy arról volt szó, a Teleki Blanka utcai titkos bunkerükben fogják nyomon követni az eseményeket, arról azonban elfelejtettek értesíteni, hogy mégsem ott lesz.",0
727," Csak akkor vált gyanússá a dolog, hogy valami változás történhetett a programban, amikor este 7 óra felé",0
728,"Egy hölgy nyitott ajtót, amikor megtaláltuk a bejáratot.",0
729," Savköpő Menyétként mutatkozott be, és sokáig nem tudtuk eldönteni, poénkodik-e, amikor azt mondta, a Metró klubban már megy a buli, itt rajta kívül nincs senki.",0
730," Kénytelenek voltunk megfenyegetni, hogy nem fogunk drukkolni, hogy bejussanak a parlamentbe, így halálra vált arccal közölte, nem humorizál, tényleg ott van az eredményvárójuk.",0
731," De ha nem hisszük – érvelt – , hívjuk fel a Gergőt.",0
732," Ettől inkább eltekintettünk, nem szerettünk volna egy képviselőjelölttel durva hangot megütni, főleg, ha netán honatya is lesz belőle.",0
733,"A Metró Klubban egyébként remek a hangulat, pár százan lehetnek – köztük négy-öt kutya a négylábú fajtából –, bár többen vannak az utcán, mint benn, ezen nincs mit csodálkozni, a kutyapártosok törvénytisztelő emberek, nem dohányoznak zárt helyiségben.",0
734," A nagyteremben egy zenekar játszik, de nem sikerült kiderítenünk a nevüket, a legtöbben söröznek.",0
735," Gondoltam, kihallgatom, hogyan latolgatják az esélyeket,",0
736,"lehet, hogy sokan nem is azért jöttek ide, azt persze nem merjük feltételezni, hogy van, aki nem is tudja, hogy ma kellett voksolni.",0
737,"Végül találtunk valakit, aki némi győzködés után hajlandó volt esélylatolgatásra.",0
738," Kis Anna – egy s-sel – hangsúlyozta, hogy ő nem passzivista, csupán szimpatizáns, előbb szerényen csak annyit mondott, 10-12 mandátumra számít, de inkább kérdezzük meg a barátját, javasolta, aki jobban benne van ezekben a dolgokban.",0
739," Közöltük vele, hogy ő kiváló interjúalany, biztos képben van.",0
740," Ezek után nem csoda, hogy büszkén jelentette ki, bizony győzelemre számít és nem csak ő.",0
741," A cikk írása közben azonban szabadkozva közölte, hogy ő valójában Tóth Boróka Hannának hívják, de a többi igaz.",0
742,"A második üdvrivalgás akkor tört ki, amikor Suzi – alias Döme Zsuzsa alelnök vagy valami hasonló, leginkább Kovács Gergely párja és Ferencváros alpolgármestere – miközben a Pesti tévének nyilatkozott, örömmel közölte, hogy a riporterrel történő beszélgetésből az derült ki, a Pesti Srácok nem akarja leváltani a Kutyapártot.",0
743,"Facebook-posztban köszönte meg Márki-Zay Péter az összes magyar választónak, hogy elment szavazni.",0
744," Egyben háláját fejezte ki a civilek felé, akik a választás tisztaságát ellenőrizték.",0
745," A baloldal miniszterelnök-jelöltje reagált a választási bizottság közlésére is, miszerint nem képesek ellenőrizni a határon túli szavazatok tisztaságát:",0
746,„Ezt láthattuk a megsemmisített ellenzéki szavazatokból is.,0
747," Reméljük, nem ezeken a szavazatokon múlik majd a győzelmünk, mert az alkotmányos válságot okozhat Magyarországon.",0
748,”,0
749,"Mint arról korábban lapunk is beszámolt, az idei országgyűlési választáson és népszavazáson súlyos szabálytalanságra hívta fel a figyelmet Hende Csaba, a Fidesz országgyűlési képviselője.",0
750," A politikus közölte, Szombathelyen külön megkérdezi a választókat a bizottság, kérik-e a népszavazási szavazólapot is.",0
751, Ezzel ellentétben,0
752,A Mandiner olvasói lapunknak több fórumon is jelezték: ők/ismerőseik/családtagjaik is szemesültek a Hende Csaba által jelzett szabálytalansággal.,0
753,Olvasóink egy-két üzenetét az alábbiakban változtatások nélkül közöljük:,0
754,"„A legutolsó választási bejelentkező videójukban említették a Népszavazással kapcsolatban, hogy több szavazókörben  is megkérdezték, hogy szeretnék e a szavazók az ívet, és amennyiben ilyet tapasztalunk jelenthetjük Önöknek.",0
755,Én Budapest VII.,0
756, kerületi Kertész utcai 4-es szavazókörbe mentem reggel 6 ra szavazni ami az átjelentkezetteknek van fenntartva .,0
757, Már ilyen korán reggelt is sor alakult ki így akaratlanul is hallottam az elöttem sorakozók párbeszédét a felügyelőkkel.,0
758," Feltűnő volt, hogy a fiatal, hölgy mindenkitől (beleértve engem is) külön megkérdezte fura módon, hogy ""Szeretne népszavazási papírt vagy inkább nem?",0
759,""".",0
760," Számomra ez azt a benyomást adta, hogy a hölgy szerette volna az ""inkább nem"" választ hallani.",0
761, Volt is olyan egyébként aki ezt válaszolta a kérdésre.,0
762," Számomra ez befolyásolásnak tűnik ezért is gondoltam, hogy megosztom Önökkel.",0
763,”,0
764,***,0
765,Bp.,0
766,",XIII 6.",0
767," szavazókör, mindenkitől megkérdezték, sőt egy hölgynek a kérdésére, hogy ""hem automatikusan kellene adniuk?",0
768,""" az volt a válasz, hogy meg kell kérdezniük.",0
769,.,0
770,.,0
771, ,0
772,Radikális jobboldali tüntetésről kaptuk információt egy olvasónktól.,0
773," Olvasónk szerint sok rendőr van a Kossuth tér környékén, a beszámolója szerint több mint ahány fáklyás tüntető,",0
774,A tüntetésről további információink egyenlőre nincsenek.,0
775,"Hatalmas munkát végzett az ellenzék, akárcsak aktivistáik és a választásban részt vevő állampolgárok – hangsúlyozta a hatpárti összefogás budapesti eredményváróján vasárnap este, egy órával az urnazárás után Lukácsi Katalin, a Mindenki Magyarországa Mozgalom alelnöke.",0
776,"Arról beszélt: nemcsak a demokrácia, de „az Egységben Magyarország csapatának ünnepe is a mai nap”, hiszen – noha nem lehet sejteni a végeredményt – „látható, hogy fej fej mellett áll a két tömb”.",0
777,"Hozzátette: hatalmas teljesítmény, hogy az ellenzéki összefogás „egyenrangúra hozta azt a versenyt, ahol egyértelműen lejtett a pálya a Fidesz, a kormánypárt, lényegében az állampárt számára”.",0
778,(MTI),0
779,"Amint korábban beszámoltunk róla, a 15 órási adatok alapján továbbra is kisebb a részvételi arány, mint négy éve.",0
780, Kövesse velünk ide kattintva a választás és a népszavazás fejleményeit!,0
781,"Itt van az öt választókerület, ahol a legnagyobb részvételt mérték 15 órakor:",0
782,"A részvétel valószínűleg nem éri majd el a 2018-as számot, de a budapesti növekedés bizakodásra ad okot az ellenzéknek, akik amiatt viszont aggódhatnak, hogy olyan fellegváraikban, mint például Szeged, nem mennek sokan voksolni.",0
783, Emögött akár Márki-Zay Péternek a baloldalon való népszerűtlensége is állhat – vélekedik Nagy Attila Tibor.,0
784,"„Elvileg még elérhetjük a 2018-as részvételi szintet, de úgy tűnik, kicsit lelassult az a növekedés a választói hajlandóságban, ami 13 órakor érezhető volt” – mondta az Indexnek Nagy Attila Tibor, akit a 15 órakor közzétett, 52,75 százalékos részvételi adatok kapcsán kérdeztünk.",0
785,"A politikai elemző kifejtette, bizakodásra ad okot az ellenzéknek, hogy Budapesten erősödik a részvétel, és a főváros körüli agglomerációban is – ahol most jobb eredményre számíthat a baloldal, mint 4 éve –, ugyanis 2018 óta sokan költöztek ki Budapestről.",0
786,"Izgalmas lesz, milyen eredmények születnek Pest megyében – vélekedett a politikai elemző.",0
787," Nagy Attila Tibor arról is beszélt, hogy az ellenzéknek erősítenie kellene olyan, hagyományosan baloldali fellegvárakban, mint Szeged, ahol magasabb részvételre számíthattak.",0
788,– vélekedett a szakértő.,0
789," Az Index kérdésére, hogy Márki-Zay Péternek az ellenzéki törzstáboron belüli alacsony elfogadottsága lehet-e az oka annak, hogy egyes ellenzéki fellegvárakban alacsonyabb a részvétel, Nagy Attila Tibor úgy fogalmazott:",0
790,"A politikai elemző azt is hozzátette, a kormánypártok szintén jobb eredményekre számíthattak olyan, stabilan jobboldali megyékben, mint például Szabolcs-Szatmár-Bereg, ahol elmarad a részvétel az átlagostól.",0
791,"Hann Endre, a Medián közvélemény-kutató igazgatója azt nyilatkozta a Telexnek, hogy a 11 órai adatok alapján feltűnően elmarad a részvétel 2018-hoz képest, ugyanakkor 2002-höz képest nem.",0
792," Hozzátette, hogy nem érdemes messze menő következtetést levonni, mert „soktényezős egy ilyen részvételi mozgósítási képlet”.",0
793," 11 óráig a választók 25,77 százaléka ment el voksolni, négy éve pedig csaknem harminc százalékos volt a részvételi arány.",0
794,"A közvélemény-kutató emlékeztetett: 2018-ban napos idő volt a szavazás napján, sokan utaztak a Balatonra, visszafele dugók alakultak ki.",0
795," Szerinte emiatt sok szavazó nem jutott el időben a szavazóhelyiséghez, ezért maradt el a részvétel a várttól.",0
796," Viszont nem tartja valószínűnek, hogy a mostani rossz idő bárkit is eltántorítana a szavazástól.",0
797, Szerinte,0
798,"A Medián igazgatója az adatokból azt látja, hogy az ellenzéki szavazók részvételi hajlandósága valamivel magasabb, mint a Fidesz szimpatizánsaihoz képest, ami szerinte meglepő, mert nem ez szokott lenni az általános.",0
799," Ennek ellenére az utolsó kutatásokból azt lehet kiolvasni, hogy szoros lehet az eredmény, némileg a Fidesz javára.",0
800,"A közvélemény-kutató március 30-án publikált felmérése 128-71 arányban a kormánypártok biztos győzelmét hozta ki, a kutatás szerint a Fidesz-KDNP 50 százalékon, az egyesült ellenzék 40 százalékon áll a választásra jogosultak körében.",0
801," Hann elmondta, hogy a felmérés nem vette el az ellenzéki szavazók kedvét, sőt, akár a Fidesz-KDNP kevésbé elkötelezett támogatói a kormánypártoknak kedvező előrejelzések miatt otthon maradhatnak.",0
802,"A szakértő úgy foglalta össze a kilátásokat, hogy szorosabb lehet a végeredmény, mint amit utoljára mértek, magas részvételre kell számítani, és lehetséges, hogy az ellenzéket valamivel jobban mozgósította a kutatásban szereplő Fidesz-fölény.",0
803,"Ellenzéki megfigyelők arról posztoltak ma a közösségi platformokon, hogy Tanyajárat néven menetrendszerű buszjáratot hirdetett meg a Hortobágyi Önkormányzat a választás napjára, hogy ezzel szállítson szavazókat.",0
804, ,0
805,A Nemzeti Választási Iroda adatai szerint jelenleg névjegyzékben szereplő választópolgárok száma hazánkban 7 693 857 Fő.,0
806, A választásra jogosultak közül,0
807,A 2022-es országgyűlési választás fejleményeit ide kattintva követheti.,0
808,Tartson velünk!,0
809,"A választásra rendelkezésre álló idő harmada még hátra van, a pártok igyekeznek mozgósítani utolsó tartalékaikat is.",0
810," Így tett Orbán Viktor is: a miniszterelnök személyesen hívott fel egy szavazót, hogy buzdítsa a voksolásra.",0
811,"„Egyet  behoztam” – jegyezte meg, miután letette a telefont.",0
812,"A választásra jogosultak 40,01 százaléka, 3 078 029 szavazó járult az urnákhoz a vasárnapi országgyűlési képviselő-választáson 13 óráig a Nemzeti Választási Iroda (NVI) adatai szerint.",0
813," A részvételi arány 13 órakor Pest megyében volt a legmagasabb, 42,2 százalék, ami 436 471 szavazót jelent.",0
814," A legalacsonyabb részvételi arány Szabolcs-Szatmár-Bereg megyében volt, 35,26 százalék, ebben a megyében 152 315-en voksoltak.",0
815,"A fővárosban a szavazók 42,7 százaléka, 547 276 választópolgár adta le szavazatát 13 óráig.",0
816,"Az 1998-as parlamenti választás első fordulójában 32,58 százalék, a 2002-es választáson 40,19 százalék szavazott 13 óráig.",0
817," A 2006-os parlamenti választás első fordulójában a választásra jogosultak 38,22 százaléka, a 2010-es választáson 35,88 százalék, nyolc évvel ezelőtt 34,33 százalék, négy évvel ezelőtt pedig 42,32 százalék voksolt 13 óráig.",0
818,Az NVI a nap folyamán kétóránként közöl összesítést a részvételi arányokról.,0
819, A következő adatok 15 óra után lesznek elérhetők az NVI honlapján.,0
820,(MTI),0
